net_manager,street,house_number,zipcode,city,annual_consume,annual_produce
Enexis B.V.,Wilde Zwaan,25,9648DB,WILDERVANK,504.0833333,0
Enexis B.V.,Kleine Zwaan,104,9648DC,WILDERVANK,437.0769231,0
Enexis B.V.,Zwarthalszwaan,11,9648DD,WILDERVANK,260.9565217,0
Enexis B.V.,Parelduiker,115,9648DE,WILDERVANK,199.4615385,35.90307693
Enexis B.V.,Oeverloper,9,9648DG,WILDERVANK,247.5238095,0
Enexis B.V.,Grote Zilverreiger,35,9648DK,WILDERVANK,264.0952381,0
Enexis B.V.,Langebosschedijk,116,9648DN,WILDERVANK,205,0
Enexis B.V.,Papegaaiduiker,8,9648DV,WILDERVANK,187.8571429,0
Enexis B.V.,Nijlgans,33,9648DX,WILDERVANK,246,0
Enexis B.V.,Veldbiesstraat,22,9648GH,WILDERVANK,61.74,0
Enexis B.V.,Maagdepalmstraat,16,9648GS,WILDERVANK,332.5454545,0
Enexis B.V.,Bareveldstraat,23,9648GV,WILDERVANK,237.95,0
Enexis B.V.,Bareveldkade,66,9648GW,WILDERVANK,353.7142857,0
Enexis B.V.,K.J. de Vriezestraat,141,9648HA,WILDERVANK,174.71875,143.269375
Enexis B.V.,Nijverheidskade,86,9648JH,WILDERVANK,86.65714286,92.72314286
Enexis B.V.,Raadhuiskade,60,9648KB,WILDERVANK,352.7692308,0
Enexis B.V.,J. Kammingastraat,77,9648KE,WILDERVANK,374.9090909,0
Enexis B.V.,J. Kammingkade,52,9648KN,WILDERVANK,294.8461538,0
Enexis B.V.,C.W. Lubbersstraat,38,9648LB,WILDERVANK,384.9166667,0
Enexis B.V.,A.G. Wildervanckstraat,121,9648LC,WILDERVANK,242.8333333,0
Enexis B.V.,M. Hardenbergstraat,92,9648LD,WILDERVANK,236.0666667,0
Enexis B.V.,Sichtermanlaan,136,9648MA,WILDERVANK,184.3809524,106.9409524
Enexis B.V.,Th. Beckeringhstraat,43,9648MB,WILDERVANK,406.4545455,0
Enexis B.V.,Nulwijkskade,17,9648MC,WILDERVANK,249.85,0
Enexis B.V.,Sterrenboschlaan,81,9648MG,WILDERVANK,194.2727273,0
Enexis B.V.,Wildervanksterdallen,89,9648TA,WILDERVANK,551.6818182,0
Enexis B.V.,Westerdiepsterdallen,81,9648TZ,WILDERVANK,171.8823529,175.32
Enexis B.V.,Domela Nieuwenhuisweg,101,9649AJ,MUNTENDAM,97.82352941,35.21647059
Enexis B.V.,J.H. Schaperweg,14,9649AL,MUNTENDAM,61.92682927,0
Enexis B.V.,Burg R J Giezenstraat,55,9649AM,MUNTENDAM,239,0
Enexis B.V.,Helder Camaraweg,113,9649AR,MUNTENDAM,320.3333333,0
Enexis B.V.,Mgr. Bekkerspad,118,9649AV,MUNTENDAM,274,268.52
Enexis B.V.,Multatuliweg,69,9649AW,MUNTENDAM,159.8636364,0
Enexis B.V.,Burgemeester Venemastr,67,9649BA,MUNTENDAM,203.5625,0
Enexis B.V.,Soetan Sjahrirweg,97,9649BG,MUNTENDAM,174.9333333,0
Enexis B.V.,Olof Palmelaan,51,9649BH,MUNTENDAM,264.25,285.39
Enexis B.V.,Mahatma Gandhiweg,78,9649BN,MUNTENDAM,256.5,0
Enexis B.V.,Burgemeester Nautastraat,18,9649BS,MUNTENDAM,92.77419355,79.78580645
Enexis B.V.,Burg Buitenhofstraat,28,9649BW,MUNTENDAM,130,0
Enexis B.V.,Bovenweg,56,9649CA,MUNTENDAM,237.2941176,0
Enexis B.V.,Wethouder Johannesstraat,42,9649CG,MUNTENDAM,74.78571429,0
Enexis B.V.,Bovendwarsweg,9,9649CP,MUNTENDAM,332,0
Enexis B.V.,De Zandhoek,53,9649DB,MUNTENDAM,182.875,0
Enexis B.V.,Fam. Valkstraat,99,9649DC,MUNTENDAM,146.2413793,0
Enexis B.V.,Fam. Broekemastraat,135,9649DG,MUNTENDAM,390.5,0
Enexis B.V.,Tussenklappen Westzijde,109,9649DH,MUNTENDAM,296,0
Enexis B.V.,Het Loeg,48,9649EH,MUNTENDAM,238.3043478,0
Enexis B.V.,Driemolenslaan,5,9649EP,MUNTENDAM,226.7857143,0
Enexis B.V.,Oldambtlaan,17,9649EW,MUNTENDAM,180.8695652,0
Enexis B.V.,Het Rak,9,9649GC,MUNTENDAM,205.6470588,111.0494118
Enexis B.V.,Kleine Venne,62,9649GK,MUNTENDAM,119.7142857,0
Enexis B.V.,Het Voorste Streekje,4,9649GV,MUNTENDAM,82.09677419,0
Enexis B.V.,Jan Bakkerstraat,140,9649HA,MUNTENDAM,288.75,0
Enexis B.V.,Ds. J. Hekhuisstraat,58,9649HD,MUNTENDAM,130.1818182,0
Enexis B.V.,Dwarslaan,107,9649HM,MUNTENDAM,218.5,0
Enexis B.V.,De Wijde Blik,26,9649JD,MUNTENDAM,167.8235294,0
Enexis B.V.,Wenakker,106,9649JH,MUNTENDAM,89.1147541,0
Enexis B.V.,Biefkestreek,128,9649JZ,MUNTENDAM,261.25,0
Enexis B.V.,Westerbouwte,124,9649KA,MUNTENDAM,141.7,0
Enexis B.V.,Wentel,46,9649KG,MUNTENDAM,313.5833333,0
Enexis B.V.,Reewissel,85,9649KL,MUNTENDAM,388.3636364,46.60363637
Enexis B.V.,Verlengde Badweg,107,9651BP,MEEDEN,146.1219512,0
Enexis B.V.,Tussen Baide Meulens,10,9651BW,MEEDEN,214.3181818,40.72045454
Enexis B.V.,Verlengde Burg Venemastr,1,9651CD,MEEDEN,138.7777778,0
Enexis B.V.,Beneden Veensloot,74,9651CH,MEEDEN,175.7916667,0
Enexis B.V.,Zevenwoldsterweg,5,9651CN,MEEDEN,291.0384615,43.65576923
Enexis B.V.,Meedenerveen,136,9651XP,MEEDEN,160.09375,0
Enexis B.V.,Greveling,110,9654PN,ANNERVEENSCHEKANAAL,169.9259259,0
Enexis B.V.,Ellentshoek,66,9654PW,ANNERVEENSCHEKANAAL,122.0666667,0
Enexis B.V.,Oude Tol,63,9656PH,SPIJKERBOOR DR,304.9444444,0
Enexis B.V.,Zandvoorterweg,98,9658PM,EEXTERVEEN,329.7368421,135.1921053
Enexis B.V.,Beumeesweg,19,9661AB,ALTEVEER GN,376.1666667,0
Enexis B.V.,Alteveersterweg,81,9661TB,ALTEVEER GN,835.6,752.04
Enexis B.V.,Veenhofsweg,143,9661TC,ALTEVEER GN,139.047619,0
Enexis B.V.,Streekje,18,9661TG,ALTEVEER GN,193.625,158.7725
Enexis B.V.,Hochterweg,61,9661TH,ALTEVEER GN,660.5,0
Enexis B.V.,Tangerveldweg,97,9661TK,ALTEVEER GN,260.08,0
Enexis B.V.,Tangerweg,47,9661TM,ALTEVEER GN,99.70833333,0
Enexis B.V.,Zuidwendingerweg,66,9662TA,NIEUWE PEKELA,219.7619048,191.1928572
Enexis B.V.,Holland Marsh,12,9663AV,NIEUWE PEKELA,228.8095238,0
Enexis B.V.,Pekelwerk,120,9663AW,NIEUWE PEKELA,392.8823529,0
Enexis B.V.,Oud Alteveer C,61,9663AZ,NIEUWE PEKELA,174.375,10.4625
Enexis B.V.,de Roemer,136,9663DA,NIEUWE PEKELA,155.8,0
Enexis B.V.,Kienholt,18,9663DB,NIEUWE PEKELA,158.6923077,50.78153846
Enexis B.V.,Verlengde Berkenlaan,23,9663GA,NIEUWE PEKELA,130.7857143,141.2485714
Enexis B.V.,Jan Koolhoflaan,91,9663HA,NIEUWE PEKELA,152.1578947,0
Enexis B.V.,Harm Heijeslaan,114,9663HB,NIEUWE PEKELA,107.2105263,30.01894736
Enexis B.V.,Harm van der Laanweg,42,9663HE,NIEUWE PEKELA,223.8125,0
Enexis B.V.,Johannes Dijkhuislaan,28,9663HG,NIEUWE PEKELA,239.9166667,0
Enexis B.V.,Doorsneeweg,96,9663HJ,NIEUWE PEKELA,242.7647059,0
Enexis B.V.,Galjoot,148,9663JL,NIEUWE PEKELA,194.55,0
Enexis B.V.,Zuidkantweg,39,9663JN,NIEUWE PEKELA,129.2777778,0
Enexis B.V.,Abraham Westersstraat A,142,9663PB,NIEUWE PEKELA,236.3333333,0
Enexis B.V.,Verlaatjeswijk A,16,9663PE,NIEUWE PEKELA,121.5106383,0
Enexis B.V.,Albert Reijndersstraat B,47,9663PM,NIEUWE PEKELA,288.75,0
Enexis B.V.,Albatrosstraat B,101,9663PT,NIEUWE PEKELA,291.6428571,0
Enexis B.V.,Ds Sicco Tjadenstraat C,80,9663RB,NIEUWE PEKELA,417.9090909,246.5663636
Enexis B.V.,Kruiselwerk L,9,9663RG,NIEUWE PEKELA,206.625,0
Enexis B.V.,Dr Harm Brouwerstraat D,85,9663RJ,NIEUWE PEKELA,378.2941176,158.8835294
Enexis B.V.,Jan Oldenburgerstraat D,146,9663RP,NIEUWE PEKELA,388.6842105,0
Enexis B.V.,Jan Oldenburgerstraat E,62,9663RS,NIEUWE PEKELA,706.4166667,374.4008334
Enexis B.V.,Champ Clark,69,9663RZ,NIEUWE PEKELA,48.37209302,0
Enexis B.V.,Torenwijk C,130,9663SB,NIEUWE PEKELA,90.09756098,0
Enexis B.V.,Jan R Stuutstraat F,110,9663SH,NIEUWE PEKELA,210.35,0
Enexis B.V.,Jacob de Weerdstraat G,110,9663SL,NIEUWE PEKELA,246.8928571,148.1357143
Enexis B.V.,Molenstraat G,145,9663SP,NIEUWE PEKELA,387.55,201.526
Enexis B.V.,Tilstraat H,13,9663SV,NIEUWE PEKELA,189.21875,0
Enexis B.V.,Noordercolonie,112,9663TE,NIEUWE PEKELA,181.8095238,0
Enexis B.V.,H B Hulsmanstraat I,125,9663TL,NIEUWE PEKELA,227.7647059,0
Enexis B.V.,H B Hulsmanstraat K,21,9663TN,NIEUWE PEKELA,177.9166667,0
Enexis B.V.,Wildeplaats,104,9663TR,NIEUWE PEKELA,195,187.2
Enexis B.V.,Bronsveenlaan,46,9665AA,OUDE PEKELA,233.0526316,0
Enexis B.V.,Zaailaan,69,9665AE,OUDE PEKELA,112.8181818,0
Enexis B.V.,Hendrik Westerstraat,143,9665AN,OUDE PEKELA,321.9166667,22.53416667
Enexis B.V.,Feiko Clockstraat,76,9665AZ,OUDE PEKELA,288.3529412,0
Enexis B.V.,Industrieweg-Oost,104,9665BM,OUDE PEKELA,391.7142857,0
Enexis B.V.,Zuiderveensterweg,39,9665BT,OUDE PEKELA,224.375,0
Enexis B.V.,Flessingsterrein,30,9665BZ,OUDE PEKELA,539.52,0
Enexis B.V.,Veenroe,126,9665CX,OUDE PEKELA,60.7,0
Enexis B.V.,Veemstede,23,9665DA,OUDE PEKELA,179.4166667,0
Enexis B.V.,Houtstek,139,9665EK,OUDE PEKELA,361.8571429,0
Enexis B.V.,Gruppel,58,9665EL,OUDE PEKELA,245.3333333,0
Enexis B.V.,Noordkante,119,9665EM,OUDE PEKELA,96.25,41.3875
Enexis B.V.,Abraham Kuijperlaan,66,9665GE,OUDE PEKELA,172.6666667,0
Enexis B.V.,Burgemeester v Weringstr,127,9665GN,OUDE PEKELA,234.6666667,0
Enexis B.V.,Burgemeester Borgesiusln,92,9665GV,OUDE PEKELA,67.5,2.025
Enexis B.V.,Burg van Bakkeneslaan,142,9665GW,OUDE PEKELA,199.2,0
Enexis B.V.,Burgemeester Huisingaln,46,9665HA,OUDE PEKELA,166.4,0
Enexis B.V.,Burgemeester Snaterlaan,76,9665HK,OUDE PEKELA,169.9411765,120.6582353
Enexis B.V.,Titanstraat,54,9665HW,OUDE PEKELA,213.4705882,0
Enexis B.V.,Zaaiweg,23,9665JD,OUDE PEKELA,188.2380952,0
Enexis B.V.,Wedderweg,43,9665JM,OUDE PEKELA,165.9583333,0
Enexis B.V.,van Dijkslaan,38,9665JR,OUDE PEKELA,184.8947368,203.3842105
Enexis B.V.,Veendijkstraat,102,9665JZ,OUDE PEKELA,201.4761905,100.7380953
Enexis B.V.,Scheepshellingstraat,78,9665KB,OUDE PEKELA,352.0909091,0
Enexis B.V.,Zeepziederijstraat,135,9665KH,OUDE PEKELA,290.5,0
Enexis B.V.,Scholtenswijk,77,9665KN,OUDE PEKELA,104.516129,53.30322579
Enexis B.V.,IJsbaanlaan,146,9665LG,OUDE PEKELA,282.25,0
Enexis B.V.,Abraham Toncmanstraat,122,9665MD,OUDE PEKELA,215.9090909,0
Enexis B.V.,Achterlangs,60,9665MK,OUDE PEKELA,166.2105263,0
Enexis B.V.,de Kwekerij,62,9665MS,OUDE PEKELA,64.59677419,0
Enexis B.V.,J v Oldenbarneveldstr,25,9665NB,OUDE PEKELA,222.5384615,0
Enexis B.V.,Laurens Jansz Costerstr,61,9665ND,OUDE PEKELA,304.7272727,0
Enexis B.V.,Lubbermanswijk,11,9665NG,OUDE PEKELA,102.6666667,11.29333334
Enexis B.V.,Draijerswijk,25,9665NH,OUDE PEKELA,105.8181818,0
Enexis B.V.,Haanswijk,29,9665NJ,OUDE PEKELA,201.5882353,0
Enexis B.V.,Tuinbouwwijk,19,9665NM,OUDE PEKELA,105.275,0
Enexis B.V.,Heresstraat,6,9665NV,OUDE PEKELA,115.3571429,0
Enexis B.V.,W H Bosgrastraat,5,9665PB,OUDE PEKELA,265.9473684,0
Enexis B.V.,Schipperswijk,96,9665PL,OUDE PEKELA,479.8333333,0
Enexis B.V.,van Haterenlaan,37,9665PP,OUDE PEKELA,231.75,32.445
Enexis B.V.,Industrieweg-West,47,9665PV,OUDE PEKELA,245.36,0
Enexis B.V.,H Hindersstraat,138,9665RB,OUDE PEKELA,306.4,0
Enexis B.V.,Hanekampswijk,23,9665RJ,OUDE PEKELA,229.8421053,94.23526317
Enexis B.V.,Compagniesterwijk,128,9665RM,OUDE PEKELA,233.0625,0
Enexis B.V.,Zuidhofswijk,19,9665RR,OUDE PEKELA,157.3928571,55.08749999
Enexis B.V.,Tolhuiswijk,125,9665SC,OUDE PEKELA,266.7692308,152.0584616
Enexis B.V.,Aa-stroom,95,9665SK,OUDE PEKELA,292.9130435,0
Enexis B.V.,Garstestraat,134,9671AK,WINSCHOTEN,214.4545455,0
Enexis B.V.,Blijhamsterstraat,50,9671AS,WINSCHOTEN,165.1052632,0
Enexis B.V.,Engelselaan,15,9671BC,WINSCHOTEN,224.5,0
Enexis B.V.,Wevershorn,150,9671BJ,WINSCHOTEN,130.5909091,58.7659091
Enexis B.V.,Beertsterstraat,88,9671BL,WINSCHOTEN,257.6153846,0
Enexis B.V.,Mr. D.U. Stikkerlaan,67,9671BZ,WINSCHOTEN,77.95833333,12.47333333
Enexis B.V.,Dr. D. Bosstraat,17,9671CB,WINSCHOTEN,233.92,102.9248
Enexis B.V.,Johan Modastraat,143,9671CD,WINSCHOTEN,182.65,0
Enexis B.V.,Burg. Schonfeldsingel,126,9671CG,WINSCHOTEN,79.59375,0
Enexis B.V.,Mr J Freseman Vietor-str,125,9671CN,WINSCHOTEN,180.1875,167.574375
Enexis B.V.,S.W. Schortinghuisstraat,69,9671CR,WINSCHOTEN,336.9285714,0
Enexis B.V.,Gassingel,114,9671CV,WINSCHOTEN,83.4893617,0
Enexis B.V.,Venne,99,9671DA,WINSCHOTEN,1399.466667,0
Enexis B.V.,Reivel-passage,26,9671EA,WINSCHOTEN,651.4117647,0
Enexis B.V.,Liefkensstraat,105,9671EZ,WINSCHOTEN,318.5666667,286.71
Enexis B.V.,Mr. A.J. de Sitterstraat,119,9671GL,WINSCHOTEN,216,0
Enexis B.V.,Burg. H.J. Wichersstraat,65,9671JA,WINSCHOTEN,115.969697,0
Enexis B.V.,Gasthuislaan,74,9671JC,WINSCHOTEN,174.5,123.895
Enexis B.V.,Engelstilstraat,126,9671JG,WINSCHOTEN,107.7857143,0
Enexis B.V.,Dwingeloweg,118,9671KC,WINSCHOTEN,168.6,72.498
Enexis B.V.,Hofstraatlaan,13,9671KJ,WINSCHOTEN,152.8947368,0
Enexis B.V.,Molenhornstraat,129,9671KR,WINSCHOTEN,233.625,0
Enexis B.V.,Steringa Kuiperweg,41,9671LA,WINSCHOTEN,367.4,0
Enexis B.V.,Burg Mr H J Engelkensln,96,9671LK,WINSCHOTEN,215.7894737,0
Enexis B.V.,St. Vitusholt,25,9671LN,WINSCHOTEN,73.23255814,0
Enexis B.V.,Oldambtplein,61,9671PK,WINSCHOTEN,259.3404255,0
Enexis B.V.,Blijhamsterweg,32,9672AB,WINSCHOTEN,151.7727273,0
Enexis B.V.,J.D. van der Veenstraat,85,9672AC,WINSCHOTEN,1912.818182,0
Enexis B.V.,M.J. van Olmstraat,79,9672AE,WINSCHOTEN,672.95,0
Enexis B.V.,P. van Dijkstraat,116,9672AG,WINSCHOTEN,168.125,183.25625
Enexis B.V.,Renselweg,23,9672AR,WINSCHOTEN,190.9565217,0
Enexis B.V.,Papierbaan,128,9672BG,WINSCHOTEN,1550.611111,1690.166111
Enexis B.V.,Transportbaan,98,9672BJ,WINSCHOTEN,1563.833333,0
Enexis B.V.,Zeefbaan,118,9672BL,WINSCHOTEN,2260.7,0
Enexis B.V.,Oostereinde,75,9672DA,WINSCHOTEN,259.1923077,0
Enexis B.V.,Winschoterzijl,9,9672TD,WINSCHOTEN,224.8529412,0
Enexis B.V.,Garst,53,9673AC,WINSCHOTEN,163.5,0
Enexis B.V.,St. Vitusstraat,31,9673AL,WINSCHOTEN,204.9375,118.86375
Enexis B.V.,Pekelderstraat,106,9673BJ,WINSCHOTEN,169.7368421,0
Enexis B.V.,Fivelstraat,102,9673CW,WINSCHOTEN,236.8181818,0
Enexis B.V.,Zuiderveen,82,9673EL,WINSCHOTEN,155.5714286,0
Enexis B.V.,Constantijn Huygenslaan,77,9673HB,WINSCHOTEN,123.95,0
Enexis B.V.,Herman Heyermansstraat,94,9673HP,WINSCHOTEN,115.4285714,0
Enexis B.V.,Fred van Eedenstraat,114,9673HT,WINSCHOTEN,161.5,0
Enexis B.V.,Udesweg,30,9673XA,WINSCHOTEN,128.8695652,0
Enexis B.V.,St. Vitusholt 2e laan,129,9674AL,WINSCHOTEN,187.7096774,0
Enexis B.V.,St. Vitusholt 4e laan,39,9674AR,WINSCHOTEN,211.0952381,0
Enexis B.V.,St. Vitusholt 6e laan,110,9674AT,WINSCHOTEN,108.0869565,0
Enexis B.V.,St. Vitusholt 7e laan,40,9674AX,WINSCHOTEN,256.8095238,0
Enexis B.V.,St. Vitusholt 8e laan,77,9674AZ,WINSCHOTEN,422,0
Enexis B.V.,Rosa Caninalaan,69,9674EC,WINSCHOTEN,233.5833333,2.335833333
Enexis B.V.,Oudehornweg,96,9674GA,WINSCHOTEN,326.0909091,0
Enexis B.V.,Sleedoornweg,81,9674JD,WINSCHOTEN,168.8888889,0
Enexis B.V.,Populierenweg,45,9674JP,WINSCHOTEN,339.3636364,0
Enexis B.V.,Vuurdoornweg,119,9674JX,WINSCHOTEN,97.82857143,0
Enexis B.V.,Zeeheldenstraat,109,9675AH,WINSCHOTEN,322.4583333,0
Enexis B.V.,'t Ompad,75,9675AL,WINSCHOTEN,48.6744186,0
Enexis B.V.,Ludensweg,10,9675AM,WINSCHOTEN,196.35,0
Enexis B.V.,Van Kinsbergenlaan,105,9675CN,WINSCHOTEN,75.25,0
Enexis B.V.,Beertsterweg,137,9675CZ,WINSCHOTEN,169.4736842,0
Enexis B.V.,M.A. de Ruyterlaan,75,9675EA,WINSCHOTEN,172.1764706,0
Enexis B.V.,Oudewerfslaan,55,9675EN,WINSCHOTEN,394.4545455,110.4472727
Enexis B.V.,Bovenburen,150,9675HB,WINSCHOTEN,168.8947368,0
Enexis B.V.,Kloostergaard,8,9675JB,WINSCHOTEN,123.3947368,0
Enexis B.V.,Elandhof,9,9675JD,WINSCHOTEN,181.4545455,0
Enexis B.V.,Tromplaan,4,9675JR,WINSCHOTEN,281.6666667,42.25000001
Enexis B.V.,Otterlaan,134,9675LP,WINSCHOTEN,173.0526316,0
Enexis B.V.,Hoorntjesweg,110,9675NA,WINSCHOTEN,340.9090909,0
Enexis B.V.,Eekhoornhof,17,9675NC,WINSCHOTEN,245.8235294,0
Enexis B.V.,Beverhof,70,9675NH,WINSCHOTEN,127.875,0
Enexis B.V.,Dierenlaan,8,9675NX,WINSCHOTEN,291.0833333,26.1975
Enexis B.V.,Dassenwissel,132,9675PB,WINSCHOTEN,202.05,0
Enexis B.V.,Kloostergang,79,9675RD,WINSCHOTEN,287.3,301.665
Enexis B.V.,Refter,10,9675RJ,WINSCHOTEN,128.4883721,0
Enexis B.V.,Verlengde Kloosterlaan,33,9675TA,WINSCHOTEN,270.25,0
Enexis B.V.,Verlengde Ekamperweg,85,9675TZ,WINSCHOTEN,142.2592593,0
Enexis B.V.,Kloosterhorn,73,9677PH,HEILIGERLEE,90.25531915,52.34808511
Enexis B.V.,Oude Hornweg,140,9677PN,HEILIGERLEE,166.0714286,0
Enexis B.V.,Hoethslaan,49,9677PS,HEILIGERLEE,172.5789474,36.24157895
Enexis B.V.,Piekeniersweg,94,9677PW,HEILIGERLEE,150.25,0
Enexis B.V.,Geuzenstraat,37,9677RC,HEILIGERLEE,114.9677419,116.1174193
Enexis B.V.,Tranendallaan,97,9677TW,WESTERLEE GN,145.4857143,0
Enexis B.V.,Kampschutterslaan,113,9678RJ,WESTERLEE GN,257.5294118,0
Enexis B.V.,2e Bovenpad,56,9678RK,WESTERLEE GN,230.5555556,161.3888889
Enexis B.V.,Westerlesebouwten,83,9678RL,WESTERLEE GN,292,0
Enexis B.V.,1e Garstelaan,98,9678RS,WESTERLEE GN,268.9090909,0
Enexis B.V.,2e Garstelaan,137,9678RW,WESTERLEE GN,157.9565217,0
Enexis B.V.,Tonkensoordlaan,78,9678TD,WESTERLEE GN,243.5172414,0
Enexis B.V.,Vredenhovenstraat,19,9679AL,SCHEEMDA,211,0
Enexis B.V.,Zwaagsterweg,92,9679BD,SCHEEMDA,187.2962963,0
Enexis B.V.,Esborgstraat,27,9679BR,SCHEEMDA,458.4090909,137.5227273
Enexis B.V.,Dollardlaan,42,9679CA,SCHEEMDA,77.44117647,0
Enexis B.V.,Donellenlaan,25,9679CC,SCHEEMDA,187.6,0
Enexis B.V.,Tijsweer,64,9679CH,SCHEEMDA,228.6666667,169.2133334
Enexis B.V.,Torum,11,9679CK,SCHEEMDA,194.2692308,0
Enexis B.V.,Scheemdermeerlaan,92,9679CM,SCHEEMDA,148.9545455,0
Enexis B.V.,Laan 1509,68,9679CV,SCHEEMDA,290.4166667,0
Enexis B.V.,Reide,134,9679DB,SCHEEMDA,375.7272727,0
Enexis B.V.,Kwekershof,144,9679DC,SCHEEMDA,155.8,0
Enexis B.V.,Zaagmolenlaan,133,9679EH,SCHEEMDA,199.047619,159.2380952
Enexis B.V.,Krokusstraat,120,9679ES,SCHEEMDA,366.6666667,0
Enexis B.V.,Pelmolenlaan,43,9679GA,SCHEEMDA,135.7586207,0
Enexis B.V.,Vogelzangsterweg,78,9679HT,SCHEEMDA,269.1153846,193.7630769
Enexis B.V.,Buiten Eexterweg,24,9679HV,SCHEEMDA,446.9285714,0
Enexis B.V.,Ockeweer,85,9679KP,SCHEEMDA,188.3333333,0
Enexis B.V.,Overweg,68,9679TE,SCHEEMDA,190.7777778,0
Enexis B.V.,Scheemderzwaag,116,9679TK,SCHEEMDA,553.8095238,0
Enexis B.V.,Scheemdermeersterweg,85,9679TN,SCHEEMDA,134.8518519,0
Enexis B.V.,Wissellaantje,137,9681AR,MIDWOLDA,79.77083333,0
Enexis B.V.,Lange Zuidwending,30,9681BN,MIDWOLDA,214.3888889,0
Enexis B.V.,Menterneweg,34,9681BR,MIDWOLDA,157.75,0
Enexis B.V.,Anna Maria Horalaan,1,9681CB,MIDWOLDA,139.5217391,0
Enexis B.V.,Johan Horalaan,66,9681CG,MIDWOLDA,163.5,0
Enexis B.V.,Schortinghuislaan,63,9681CH,MIDWOLDA,120.4516129,0
Enexis B.V.,Dominee Hoekstrastraat,1,9681CN,MIDWOLDA,118,0
Enexis B.V.,Burgemeester Dijkhuisstr,13,9681CP,MIDWOLDA,162.2105263,76.23894736
Enexis B.V.,Rijslaan,126,9681CR,MIDWOLDA,188,0
Enexis B.V.,Niesoordlaan,12,9681CT,MIDWOLDA,131.6190476,0
Enexis B.V.,Dr Oortwijn Botjeslaan,94,9681GB,MIDWOLDA,158.5294118,0
Enexis B.V.,Tarweveld,138,9681GK,MIDWOLDA,153.7916667,0
Enexis B.V.,Zuiderpolder,142,9681TM,MIDWOLDA,377.0588235,0
Enexis B.V.,Zijdwende,147,9681TZ,OOSTWOLD GEM OLDAMBT,444.5384615,240.0507692
Enexis B.V.,Huningaweg,85,9682PB,OOSTWOLD GEM OLDAMBT,290.2083333,0
Enexis B.V.,Groeveweg,72,9682RP,OOSTWOLD GEM OLDAMBT,488.0909091,0
Enexis B.V.,Zuiderringdijk,114,9682SL,OOSTWOLD GEM OLDAMBT,165.9411765,122.7964706
Enexis B.V.,Oudlandseweg,12,9682XT,OOSTWOLD GEM OLDAMBT,118.5333333,0
Enexis B.V.,Klinkerweg,55,9682XW,OOSTWOLD GEM OLDAMBT,107.0689655,0
Enexis B.V.,E E Napweg,11,9684BE,FINSTERWOLDE,254,78.74
Enexis B.V.,J Palsweg,48,9684BL,FINSTERWOLDE,169.625,0
Enexis B.V.,J Hakenweg,148,9684BM,FINSTERWOLDE,196.9411765,124.0729412
Enexis B.V.,Westbaan,122,9684BN,FINSTERWOLDE,199.7857143,0
Enexis B.V.,Rie Kogenhop-Huigweg,140,9684BS,FINSTERWOLDE,104.0666667,0
Enexis B.V.,H J Siemonsstraat,146,9684CN,FINSTERWOLDE,156.3125,135.991875
Enexis B.V.,Meijerslaan,16,9684CV,FINSTERWOLDE,172.6666667,0
Enexis B.V.,Welpslaan,146,9684CW,FINSTERWOLDE,299.4166667,0
Enexis B.V.,Sikslaan,105,9684CZ,FINSTERWOLDE,94.23913043,0
Enexis B.V.,Tammingaslaan,67,9684EH,FINSTERWOLDE,129.8,123.31
Enexis B.V.,Notarislaan,81,9684EJ,FINSTERWOLDE,227.3571429,0
Enexis B.V.,C G Wiegersweg,71,9684EL,FINSTERWOLDE,346.2857143,0
Enexis B.V.,Modderland,134,9684EM,FINSTERWOLDE,779.0909091,0
Enexis B.V.,Ganzedijk,118,9684EN,FINSTERWOLDE,156.9545455,0
Enexis B.V.,J P Nuusweg,89,9684ES,FINSTERWOLDE,109.6206897,0
Enexis B.V.,Weg Finsterwolderhamrik,65,9684TC,FINSTERWOLDE,1294.583333,0
Enexis B.V.,G Gernaatweg,77,9684TE,FINSTERWOLDE,238,0
Enexis B.V.,Reiderwolderpolder,12,9684TG,FINSTERWOLDE,186.2857143,0
Enexis B.V.,Nieuwe Meerlandseweg,47,9684VP,FINSTERWOLDE,229.2941176,130.697647
Enexis B.V.,Ekamperweg,28,9684VT,FINSTERWOLDE,276.4615385,0
Enexis B.V.,Kromme-Elleboog,55,9684XA,FINSTERWOLDE,224.95,218.2015
Enexis B.V.,Kromme-Elleboog 3e Laan,79,9684XB,FINSTERWOLDE,143.6153846,0
Enexis B.V.,Cantharel,86,9685EA,BLAUWESTAD,262.2,0
Enexis B.V.,Freya,104,9685EB,BLAUWESTAD,361.5789474,0
Enexis B.V.,Vikna,27,9685HB,BLAUWESTAD,238.28125,0
Enexis B.V.,F J J Dreweslaan,124,9686NG,BEERTA,130.08,0
Enexis B.V.,Vereniginglaan,131,9686PL,BEERTA,400,0
Enexis B.V.,Bovenlandenstraat,97,9686PP,BEERTA,174.8125,0
Enexis B.V.,Wethouder G Mulderstraat,116,9686RL,BEERTA,147.2916667,0
Enexis B.V.,Smidlaan,40,9686VK,BEERTA,187.6842105,71.31999999
Enexis B.V.,Ulsderweg,68,9686XW,BEERTA,627.8695652,0
Enexis B.V.,Verlengde Hoofdweg,43,9687PD,NIEUW BEERTA,442.2777778,0
Enexis B.V.,Schanskerdijk,27,9688RC,DRIEBORG,100.2631579,38.1
